Player Name,Number_Identifier,games_played,goals,assists,points,Points.Per.Game,Hall.Of.Famer,X100..Games..Player.,X500..Games..Player.,X1000..Games..Player.,X500..Points,X1000..Points,Top15Pick,Cluster
Sergei Fedorov,7175,1248,483,696,1179,0.944711538,1,1,1,1,1,1,0,3
John Tavares,2510,949,391,504,895,0.943097998,0,1,1,0,1,0,1,3
Ken Linseman,9443,860,256,551,807,0.938372093,0,1,1,0,1,0,1,3
Mike Gartner,9324,1432,708,627,1335,0.93226257,1,1,1,1,1,1,1,3
Daniel Alfredsson,6019,1246,444,713,1157,0.928571429,1,1,1,1,1,1,0,3
Mark Recchi,7397,1652,577,956,1533,0.927966102,1,1,1,1,1,1,0,3
Alexei Yashin,6403,850,337,444,781,0.918823529,0,1,1,0,1,0,1,3
Tom Lysiak,10343,919,292,551,843,0.917301415,0,1,1,0,1,0,1,3
Mike Modano,7340,1499,561,813,1374,0.916611074,1,1,1,1,1,1,1,3
Dany Heatley,4506,869,372,419,791,0.910241657,0,1,1,0,1,0,1,3
Brad Marchand,3141,874,351,444,795,0.909610984,0,1,1,0,1,0,0,3
Pavol Demitra,6351,847,304,464,768,0.906729634,0,1,1,0,1,0,0,3
Claude Giroux,3097,1018,294,629,923,0.906679764,0,1,1,1,1,0,0,3
Lanny McDonald,10345,1111,500,506,1006,0.905490549,1,1,1,1,1,1,1,3
Al MacInnis,8955,1416,340,934,1274,0.899717514,1,1,1,1,1,1,1,3
Rick Vaive,9325,876,441,347,788,0.899543379,0,1,1,0,1,0,1,3
Joe Thornton,5244,1714,430,1109,1539,0.89789965,0,1,1,1,1,1,1,3
Rick MacLeish,10744,846,349,410,759,0.897163121,0,1,1,0,1,0,1,3
Joe Nieuwendyk,8051,1257,564,562,1126,0.895783612,1,1,1,1,1,1,0,3
Jeremy Roenick,7347,1363,513,703,1216,0.89214967,0,1,1,1,1,1,1,3
John Ogrodnick,9380,928,402,425,827,0.891163793,0,1,1,0,1,0,0,3
Brendan Shanahan,7569,1524,656,698,1354,0.888451444,1,1,1,1,1,1,1,3
Henrik Zetterberg,4949,1082,337,623,960,0.887245841,0,1,1,1,1,0,0,3
Keith Tkachuk,6894,1201,538,527,1065,0.886761032,0,1,1,1,1,1,0,3
Anze Kopitar,3274,1210,365,702,1067,0.881818182,0,1,1,1,1,1,1,3
Ryan Getzlaf,3747,1157,282,737,1019,0.880726016,0,1,1,1,1,1,0,3
Steve Shutt,10501,930,424,393,817,0.878494624,1,1,1,0,1,0,1,3
Pete Mahovlich,11014,883,288,485,773,0.875424689,0,1,1,0,1,0,1,3
Vincent Damphousse,7799,1378,432,773,1205,0.874455733,0,1,1,1,1,1,1,3
Tomas Sandstrom,8743,983,394,462,856,0.870803662,0,1,1,0,1,0,0,3
Marian Hossa,5254,1309,525,609,1134,0.86631016,1,1,1,1,1,1,1,3
Wilf Paiement,10122,946,356,458,814,0.860465116,0,1,1,0,1,0,1,3
Brian Bellows,8709,1188,485,537,1022,0.86026936,0,1,1,1,1,1,1,3
Thomas Steen,9414,950,264,553,817,0.86,0,1,1,0,1,0,0,3
Brian Leetch,7802,1205,247,781,1028,0.853112033,1,1,1,1,1,1,1,3
Peter McNab,10573,955,363,450,813,0.851308901,0,1,1,0,1,0,0,3
John LeClair,7597,967,406,413,819,0.846949328,0,1,1,0,1,0,0,3
Rick Kehoe,10654,906,371,396,767,0.846578366,0,1,1,0,1,0,0,3
Jonathan Toews,3080,1014,357,495,852,0.840236686,0,1,1,1,1,0,1,3
Neal Broten,9360,1099,289,634,923,0.839854413,0,1,1,1,1,0,0,3
Jarome Iginla,5699,1554,625,675,1300,0.836550837,1,1,1,1,1,1,1,3
Doug Weight,6907,1238,278,755,1033,0.834410339,0,1,1,1,1,1,0,3
Rick Tocchet,8598,1144,440,512,952,0.832167832,0,1,1,1,1,0,0,3
Kevin Stevens,8586,874,329,397,726,0.830663616,0,1,1,0,1,0,0,3
Blake Wheeler,3476,1046,296,571,867,0.828871893,0,1,1,1,1,0,1,3
Brad Richards,5068,1126,298,634,932,0.827708703,0,1,1,1,1,0,0,3
Patrik Elias,5941,1240,408,617,1025,0.826612903,0,1,1,1,1,1,0,3
Peter Bondra,7019,1081,503,389,892,0.825161887,0,1,1,1,1,0,0,3
Phil Housley,8713,1495,338,894,1232,0.824080268,1,1,1,1,1,1,1,3
Ivan Boldirev,10853,1052,361,505,866,0.823193916,0,1,1,1,1,0,1,3
Dave Andreychuk,8723,1639,640,698,1338,0.816351434,1,1,1,1,1,1,0,3
John Tonelli,9679,1028,325,511,836,0.813229572,0,1,1,1,1,0,0,3
Jamie Benn,3004,948,329,440,769,0.811181435,0,1,1,0,1,0,0,3
Doug Wilson,9652,1024,237,590,827,0.807617188,1,1,1,1,1,0,1,3
Patrice Bergeron,3773,1216,400,582,982,0.807565789,0,1,1,1,1,0,0,3
Brad Park,10959,1113,213,683,896,0.805031447,1,1,1,1,1,0,1,3
Henrik Sedin,4769,1330,240,830,1070,0.804511278,1,1,1,1,1,1,1,3
Butch Goring,10890,1107,375,513,888,0.802168022,0,1,1,1,1,0,0,3
Ray Whitney,6664,1330,385,679,1064,0.8,0,1,1,1,1,1,0,3
Eric Staal,3730,1293,441,593,1034,0.799690642,0,1,1,1,1,1,1,3
Mark Howe,10145,929,197,545,742,0.798708288,1,1,1,0,1,0,0,3
Rod Brind'Amour,7348,1484,452,732,1184,0.797843666,0,1,1,1,1,1,1,3
Jason Spezza,4252,1248,363,632,995,0.797275641,0,1,1,1,1,0,1,3
Daniel Sedin,4768,1306,393,648,1041,0.797090352,1,1,1,1,1,1,1,3
Phil Kessel,3082,1204,399,557,956,0.794019934,0,1,1,1,1,0,1,3
Alex Tanguay,5020,1088,283,580,863,0.793198529,0,1,1,1,1,0,1,3
Joe Pavelski,3913,1168,421,503,924,0.79109589,0,1,1,1,1,0,0,3
Milan Hejduk,5976,1020,375,430,805,0.789215686,0,1,1,1,1,0,0,3
Marian Gaborik,4507,1035,407,408,815,0.787439614,0,1,1,1,1,0,1,3
Vincent Lecavalier,5009,1212,421,528,949,0.7830033,0,1,1,1,1,0,1,3
Alex Kovalev,6656,1316,430,599,1029,0.781914894,0,1,1,1,1,1,1,3
Markus Naslund,6657,1117,395,474,869,0.777976723,0,1,1,1,1,0,0,3
Stephane Richer,8284,1054,421,398,819,0.777039848,0,1,1,1,1,0,0,3
Ed Olczyk,8259,1031,342,452,794,0.770126091,0,1,1,1,1,0,1,3
Thomas Vanek,3733,1029,373,416,789,0.766763848,0,1,1,1,1,0,1,3
Tony Amonte,7398,1174,416,484,900,0.766609881,0,1,1,1,1,0,0,3
Dave Christian,9358,1009,340,433,773,0.766105055,0,1,1,1,1,0,0,3
Cliff Ronning,8379,1137,306,563,869,0.764291996,0,1,1,1,1,0,0,3
Jakub Voracek,2893,1047,222,578,800,0.76408787,0,1,1,1,1,0,1,3
Dave Gagner,8498,946,318,401,719,0.760042283,0,1,1,0,1,0,1,3
Rick Nash,3993,1060,437,368,805,0.759433962,0,1,1,1,1,0,1,3
David Krejci,3528,962,215,515,730,0.758835759,0,1,1,0,1,0,0,3
Jason Arnott,6158,1244,417,521,938,0.754019293,0,1,1,1,1,0,1,3
Larry Murphy,9131,1615,288,929,1217,0.753560372,1,1,1,1,1,1,1,3
Martin Straka,6420,954,257,460,717,0.751572327,0,1,1,0,1,0,0,3
Paul Stastny,3303,1072,284,516,800,0.746268657,0,1,1,1,1,0,0,3
Brent Sutter,9144,1111,363,466,829,0.746174617,0,1,1,1,1,0,0,3
Pat Verbeek,8750,1424,522,540,1062,0.745786517,0,1,1,1,1,1,0,3
Gary Roberts,8268,1224,438,472,910,0.743464052,0,1,1,1,1,0,1,3
Saku Koivu,6171,1124,255,577,832,0.740213523,0,1,1,1,1,0,0,3
Zach Parise,3745,1142,408,437,845,0.739929947,0,1,1,1,1,0,0,3
Steve Sullivan,6104,1011,290,457,747,0.738872404,0,1,1,1,1,0,0,3
Mike Ribeiro,5050,1074,228,565,793,0.738361266,0,1,1,1,1,0,0,3
Owen Nolan,6877,1200,422,463,885,0.7375,0,1,1,1,1,0,1,3
Gary Suter,8422,1145,203,641,844,0.737117904,0,1,1,1,1,0,0,3
Nicklas Lidstrom,7156,1564,264,878,1142,0.730179028,1,1,1,1,1,1,0,3
Petr Nedved,6878,982,310,407,717,0.730142566,0,1,1,0,1,0,1,3
Corey Perry,3756,1176,405,453,858,0.729591837,0,1,1,1,1,0,0,3
Clark Gillies,10124,958,319,378,697,0.727557411,1,1,1,0,1,0,1,3
Dale Hunter,9359,1407,323,697,1020,0.724946695,0,1,1,1,1,1,0,3
Russ Courtnall,8493,1029,297,447,744,0.72303207,0,1,1,1,1,0,1,3
Sergei Zubov,6956,1068,152,619,771,0.721910112,1,1,1,1,1,0,0,3
Vyacheslav Kozlov,6918,1182,356,497,853,0.721658206,0,1,1,1,1,0,0,3
Andrew Cassels,7583,1015,204,528,732,0.721182266,0,1,1,1,1,0,0,3
Mel Bridgman,9930,977,252,449,701,0.717502559,0,1,1,0,1,0,1,3
Daniel Briere,5493,973,307,389,696,0.715313464,0,1,1,0,1,0,0,3
Mike Foligno,9323,1018,355,372,727,0.714145383,0,1,1,1,1,0,1,3
Ray Ferraro,8790,1258,408,490,898,0.713831479,0,1,1,1,1,0,0,3
Kirk Muller,8258,1349,357,602,959,0.710896961,0,1,1,1,1,0,1,3
Robert Lang,6998,989,261,442,703,0.710819009,0,1,1,0,1,0,0,3
Cory Stillman,6407,1025,278,449,727,0.709268293,0,1,1,1,1,0,1,3
Petr Sykora,5704,1017,323,398,721,0.708947886,0,1,1,1,1,0,0,3
Murray Craven,8724,1071,266,493,759,0.708683473,0,1,1,1,1,0,0,3
Jozef Stumpel,6680,957,196,481,677,0.707419018,0,1,1,0,1,0,0,3
John MacLean,8492,1194,413,429,842,0.70519263,0,1,1,1,1,0,1,3
Scott Gomez,5033,1079,181,575,756,0.700648749,0,1,1,1,1,0,0,3
Miroslav Satan,6251,1050,363,372,735,0.7,0,1,1,1,1,0,0,3
Larry Robinson,10652,1384,208,750,958,0.692196532,1,1,1,1,1,0,0,3
Vinny Prospal,6217,1108,255,510,765,0.690433213,0,1,1,1,1,0,0,3
Jeff Carter,3739,1170,418,389,807,0.68974359,0,1,1,1,1,0,1,3
Mikko Koivu,4256,1035,206,505,711,0.686956522,0,1,1,1,1,0,1,3
Jason Pominville,4301,1060,293,434,727,0.685849057,0,1,1,1,1,0,0,3
Bill Guerin,7112,1263,429,427,856,0.677751386,0,1,1,1,1,0,1,3
Patrick Marleau,5245,1779,566,631,1197,0.672849916,0,1,1,1,1,1,1,3
Don Lever,10500,1020,313,367,680,0.666666667,0,1,1,1,1,0,1,3
Todd Bertuzzi,6173,1159,314,456,770,0.664365833,0,1,1,1,1,0,0,3
Ryan Smyth,5901,1270,386,456,842,0.662992126,0,1,1,1,1,0,1,3
Andrew Brunette,6307,1110,268,465,733,0.66036036,0,1,1,1,1,0,0,3
Claude Lemieux,8512,1215,379,407,786,0.64691358,0,1,1,1,1,0,0,3
Scott Young,7804,1181,342,415,757,0.640982218,0,1,1,1,1,0,1,3
Kevin Dineen,8761,1188,355,405,760,0.63973064,0,1,1,1,1,0,0,3
Geoff Sanderson,6909,1104,355,345,700,0.634057971,0,1,1,1,1,0,0,3
Shane Doan,5695,1540,402,570,972,0.631168831,0,1,1,1,1,0,1,3
Justin Williams,4531,1264,320,477,797,0.630537975,0,1,1,1,1,0,0,3
Craig Ramsay,10651,1070,252,420,672,0.628037383,0,1,1,1,1,0,0,3
Trevor Linden,7341,1382,375,492,867,0.627351664,0,1,1,1,1,0,1,3
Sergei Gonchar,6415,1301,220,591,811,0.623366641,0,1,1,1,1,0,1,3
Brent Burns,3748,1251,227,550,777,0.621103118,0,1,1,1,1,0,0,3
Bob Carpenter,8944,1178,320,408,728,0.617996604,0,1,1,1,1,0,1,3
Daymond Langkow,5693,1090,270,402,672,0.616513761,0,1,1,1,1,0,1,3
Bryan Smolinski,6895,1056,274,377,651,0.616477273,0,1,1,1,1,0,0,3
Randy Carlyle,9837,1055,148,499,647,0.613270142,0,1,1,1,1,0,0,3
Rob Blake,7400,1270,240,537,777,0.611811024,1,1,1,1,1,0,0,3
Olli Jokinen,5246,1231,321,429,750,0.609260764,0,1,1,1,1,0,1,3
Brian Rolston,6652,1256,342,419,761,0.60589172,0,1,1,1,1,0,1,3
Dave Babych,9129,1195,142,581,723,0.605020921,0,1,1,1,1,0,1,3
Shayne Corson,8264,1156,273,420,693,0.599480969,0,1,1,1,1,0,1,3
Chris Pronger,6153,1167,157,541,698,0.598114824,1,1,1,1,1,0,1,3
Jamie Langenbrunner,6183,1109,243,420,663,0.597835888,0,1,1,1,1,0,0,3
Scott Mellanby,8282,1431,364,476,840,0.587002096,0,1,1,1,1,0,0,3
Scott Niedermayer,6644,1263,172,568,740,0.585906572,1,1,1,1,1,0,1,3
Kevin Hatcher,8273,1157,227,450,677,0.585133967,0,1,1,1,1,0,0,3
Mathieu Schneider,7607,1289,223,520,743,0.576415826,0,1,1,1,1,0,0,3
Chris Chelios,8978,1651,185,763,948,0.574197456,1,1,1,1,1,0,0,3
Bobby Holik,7117,1314,326,421,747,0.568493151,0,1,1,1,1,0,1,3
Scott Hartnell,4510,1249,327,380,707,0.566052842,0,1,1,1,1,0,1,3
Keith Yandle,3360,1109,103,516,619,0.558160505,0,1,1,1,1,0,0,3
Scott Stevens,8712,1635,196,712,908,0.555351682,1,1,1,1,1,0,1,3
Dustin Brown,3741,1296,325,387,712,0.549382716,0,1,1,1,1,0,1,3
David Legwand,5010,1136,228,390,618,0.544014085,0,1,1,1,1,0,1,3
Adam Graves,7815,1152,329,287,616,0.534722222,0,1,1,1,1,0,0,3
Garry Galley,8579,1149,125,475,600,0.522193211,0,1,1,1,1,0,0,3
Martin Gelinas,7346,1273,309,351,660,0.51846033,0,1,1,1,1,0,1,3
Duncan Keith,4039,1256,106,540,646,0.51433121,0,1,1,1,1,0,0,3
Guy Carbonneau,9362,1318,260,403,663,0.503034901,1,1,1,1,1,0,0,3
Ryan Suter,3735,1280,100,539,639,0.49921875,0,1,1,1,1,0,1,3
James Patrick,8949,1280,149,490,639,0.49921875,0,1,1,1,1,0,1,3
Matt Cullen,5504,1516,266,465,731,0.482189974,0,1,1,1,1,0,0,3
Radek Dvorak,5698,1260,227,363,590,0.468253968,0,1,1,1,1,0,1,3
Teppo Numminen,7822,1372,117,520,637,0.464285714,0,1,1,1,1,0,0,3
Roman Hamrlik,6402,1395,155,483,638,0.45734767,0,1,1,1,1,0,1,3
Dainius Zubrus,5485,1293,228,363,591,0.457076566,0,1,1,1,1,0,1,3
Zdeno Chara,5521,1680,209,471,680,0.404761905,0,1,1,1,1,0,0,3
Glen Wesley,7570,1457,128,409,537,0.368565546,0,1,1,1,1,0,1,3
