Player Name,Number_Identifier,games_played,goals,assists,points,Points.Per.Game,Hall.Of.Famer,X100..Games..Player.,X500..Games..Player.,X1000..Games..Player.,X500..Points,X1000..Points,Top15Pick,Cluster
Rob Brown,7857,543,190,248,438,0.806629834,0,1,1,0,0,0,0,2
Eric Vail,10360,591,216,260,476,0.805414552,0,1,1,0,0,0,0,2
Ray Sheppard,8312,817,357,300,657,0.804161567,0,1,1,0,1,0,0,2
Tony Tanti,8952,697,287,273,560,0.803443329,0,1,1,0,1,0,1,2
Tom Fergus,9185,726,235,346,581,0.800275482,0,1,1,0,1,0,0,2
Alexander Semin,4004,650,239,278,517,0.795384615,0,1,1,0,1,0,1,2
Erik Karlsson,2713,838,153,507,660,0.787589499,0,1,1,0,1,0,1,2
Valeri Kamensky,7455,637,200,301,501,0.786499215,0,1,1,0,1,0,0,2
Craig Simpson,8029,634,247,250,497,0.783911672,0,1,1,0,0,0,1,2
Jeff Brown,8291,747,154,430,584,0.781793842,0,1,1,0,1,0,0,2
Gerard Gallant,9034,615,211,269,480,0.780487805,0,1,1,0,0,0,0,2
Marc Tardif,10845,517,194,207,401,0.775628627,0,1,1,0,0,0,1,2
John Anderson,9657,814,282,349,631,0.775184275,0,1,1,0,1,0,1,2
Gabriel Landeskog,2130,738,248,323,571,0.773712737,0,1,1,0,1,0,1,2
Carey Wilson,9191,552,169,258,427,0.773550725,0,1,1,0,0,0,0,2
Brian Bradley,8536,651,182,321,503,0.77265745,0,1,1,0,1,0,0,2
Bob MacMillan,10511,752,228,349,577,0.767287234,0,1,1,0,1,0,1,2
Pelle Eklund,8633,594,120,335,455,0.765993266,0,1,1,0,0,0,0,2
Alan Haworth,9407,524,189,211,400,0.763358779,0,1,1,0,0,0,0,2
Matt Duchene,2512,905,294,394,688,0.760220994,0,1,1,0,1,0,1,2
Steve Payne,9455,613,228,238,466,0.760195759,0,1,1,0,0,0,0,2
Mark Johnson,9706,669,203,305,508,0.759342302,0,1,1,0,1,0,0,2
Robert Reichel,7171,830,252,378,630,0.759036145,0,1,1,0,1,0,0,2
Reed Larson,9829,904,222,463,685,0.757743363,0,1,1,0,1,0,0,2
Max Pacioretty,2908,850,323,319,642,0.755294118,0,1,1,0,1,0,0,2
Martin Havlat,4790,790,242,352,594,0.751898734,0,1,1,0,1,0,0,2
Mika Zibanejad,2134,685,229,286,515,0.751824818,0,1,1,0,1,0,1,2
Stan Smyl,9475,896,262,411,673,0.751116071,0,1,1,0,1,0,0,2
Bill Derlago,9440,555,189,227,416,0.74954955,0,1,1,0,0,0,1,2
Logan Couture,2895,845,296,337,633,0.749112426,0,1,1,0,1,0,1,2
Petri Skriko,9081,541,183,222,405,0.748613678,0,1,1,0,0,0,0,2
Brian Mullen,9247,832,260,362,622,0.747596154,0,1,1,0,1,0,0,2
Keith Crowder,9373,662,223,271,494,0.746223565,0,1,1,0,0,0,0,2
Sylvain Turgeon,8489,669,269,226,495,0.739910314,0,1,1,0,0,0,1,2
Michael Nylander,6697,920,209,470,679,0.738043478,0,1,1,0,1,0,0,2
Derek King,8040,830,261,351,612,0.737349398,0,1,1,0,1,0,1,2
Don Maloney,9462,765,214,350,564,0.737254902,0,1,1,0,1,0,0,2
Dmitri Khristich,7446,811,259,337,596,0.734895191,0,1,1,0,1,0,0,2
Blake Dunlop,10357,550,130,274,404,0.734545455,0,1,1,0,0,0,0,2
Ryan Nugent-Hopkins,2129,719,196,332,528,0.734353268,0,1,1,0,1,0,1,2
Simon Gagne,5028,822,291,310,601,0.731143552,0,1,1,0,1,0,0,2
Petr Klima,8566,786,313,260,573,0.729007634,0,1,1,0,1,0,0,2
Michal Pivonka,8311,825,181,418,599,0.726060606,0,1,1,0,1,0,0,2
Craig Hartsburg,9326,570,98,315,413,0.724561404,0,1,1,0,0,0,1,2
Esa Tikkanen,8562,877,244,386,630,0.718358039,0,1,1,0,1,0,0,2
Morris Lukowich,9854,582,199,219,418,0.718213058,0,1,1,0,0,0,0,2
Ron Duguay,9659,864,274,346,620,0.717592593,0,1,1,0,1,0,1,2
Ryan O'Reilly,2541,938,240,432,672,0.71641791,0,1,1,0,1,0,0,2
Roman Josi,2732,760,140,402,542,0.713157895,0,1,1,0,1,0,0,2
Reggie Leach,10743,934,381,285,666,0.713062099,0,1,1,0,1,0,1,2
J.T. Miller,2143,637,169,285,454,0.712715856,0,1,1,0,0,0,1,2
Greg Malone,9826,704,191,310,501,0.711647727,0,1,1,0,1,0,0,2
Wendel Clark,8028,793,330,234,564,0.711223203,0,1,1,0,1,0,1,2
Derek Roy,4278,738,189,335,524,0.7100271,0,1,1,0,1,0,0,2
Sam Reinhart,1564,532,167,210,377,0.708646617,0,1,1,0,0,0,1,2
Mike Cammalleri,4295,906,294,348,642,0.708609272,0,1,1,0,1,0,0,2
T.J. Oshie,3286,900,271,364,635,0.705555556,0,1,1,0,1,0,0,2
Mark Napier,9656,767,235,306,541,0.705345502,0,1,1,0,1,0,1,2
Sean Monahan,1757,656,212,250,462,0.704268293,0,1,1,0,0,0,1,2
Mike Hoffman,2628,612,204,226,430,0.702614379,0,1,1,0,0,0,0,2
Alexander Radulov,3484,524,144,224,368,0.702290076,0,1,1,0,0,0,1,2
Mikael Renberg,6913,661,190,274,464,0.701966717,0,1,1,0,0,0,0,2
Teuvo Teravainen,1959,526,118,251,369,0.701520913,0,1,1,0,0,0,0,2
Yvon Lambert,10777,683,206,273,479,0.701317716,0,1,1,0,0,0,0,2
Tony McKegney,9467,912,320,319,639,0.700657895,0,1,1,0,1,0,0,2
Ian Turnbull,10354,628,123,317,440,0.700636943,0,1,1,0,0,0,1,2
Igor Larionov,8221,921,169,475,644,0.699239957,1,1,1,0,1,0,0,2
Gary Leeman,8731,667,199,267,466,0.698650675,0,1,1,0,0,0,0,2
Christian Ruuttu,8609,621,134,298,432,0.695652174,0,1,1,0,0,0,0,2
Peter Zezel,8527,873,219,388,607,0.695303551,0,1,1,0,1,0,0,2
Jordan Eberle,2719,858,262,333,595,0.693473193,0,1,1,0,1,0,0,2
Nazem Kadri,2516,739,219,293,512,0.692828146,0,1,1,0,1,0,1,2
Donald Audette,7276,735,260,249,509,0.692517007,0,1,1,0,1,0,0,2
Joe Juneau,7410,828,156,416,572,0.690821256,0,1,1,0,1,0,0,2
Kris Letang,3320,941,144,506,650,0.690754516,0,1,1,0,1,0,0,2
Chris Drury,5962,892,255,360,615,0.689461883,0,1,1,0,1,0,0,2
Aaron Broten,9228,748,186,329,515,0.688502674,0,1,1,0,1,0,0,2
Alex Frolov,4523,579,175,222,397,0.68566494,0,1,1,0,0,0,0,2
Mario Tremblay,10132,852,258,326,584,0.685446009,0,1,1,0,1,0,1,2
Jude Drouin,10973,666,151,305,456,0.684684685,0,1,1,0,0,0,0,2
Al MacAdam,10549,864,240,351,591,0.684027778,0,1,1,0,1,0,0,2
David Perron,2912,973,269,396,665,0.683453237,0,1,1,0,1,0,0,2
Jaden Schwartz,2333,597,162,246,408,0.683417085,0,1,1,0,0,0,1,2
Kristian Huselius,5284,662,190,261,451,0.681268882,0,1,1,0,0,0,0,2
Vincent Trocheck,2188,555,150,228,378,0.681081081,0,1,1,0,0,0,0,2
Keith Primeau,6879,909,266,353,619,0.680968097,0,1,1,0,1,0,1,2
Terry O'Reilly,10646,891,204,402,606,0.68013468,0,1,1,0,1,0,1,2
Ulf Dahlen,8034,966,301,354,655,0.67805383,0,1,1,0,1,0,1,2
Joe Murphy,7794,779,233,295,528,0.677792041,0,1,1,0,1,0,1,2
John Klingberg,2440,552,71,303,374,0.677536232,0,1,1,0,0,0,0,2
Terry Ruskowski,10189,629,113,313,426,0.677265501,0,1,1,0,0,0,0,2
Elias Lindholm,1756,663,181,268,449,0.677224736,0,1,1,0,0,0,1,2
Ales Hemsky,4261,845,174,398,572,0.676923077,0,1,1,0,1,0,1,2
Brayden Schenn,2514,776,219,305,524,0.675257732,0,1,1,0,1,0,1,2
Ondrej Palat,2318,628,143,280,423,0.673566879,0,1,1,0,0,0,0,2
Dennis Ververgaert,10344,583,176,216,392,0.67238422,0,1,1,0,0,0,1,2
Victor Hedman,2511,898,134,469,603,0.671492205,0,1,1,0,1,0,1,2
Nathan Horton,3731,627,203,218,421,0.671451356,0,1,1,0,0,0,1,2
Evander Kane,2513,812,286,259,545,0.671182266,0,1,1,0,1,0,1,2
Ryan Johansen,2324,787,177,350,527,0.669631512,0,1,1,0,1,0,1,2
Mike Murphy,10764,831,238,318,556,0.669073406,0,1,1,0,1,0,0,2
John Carlson,2724,887,132,461,593,0.66854566,0,1,1,0,1,0,0,2
John Tucker,8517,656,177,259,436,0.664634146,0,1,1,0,0,0,0,2
Eric Daze,6234,601,226,172,398,0.662229617,0,1,1,0,0,0,0,2
Tomas Hertl,1958,585,181,206,387,0.661538462,0,1,1,0,0,0,0,2
Patrick Sharp,4336,939,287,333,620,0.66027689,0,1,1,0,1,0,0,2
Mikael Granlund,2329,671,135,308,443,0.660208644,0,1,1,0,0,0,1,2
Adam Deadmarsh,6164,567,184,189,373,0.657848325,0,1,1,0,0,0,1,2
Bobby Ryan,3266,866,261,308,569,0.65704388,0,1,1,0,1,0,1,2
Errol Thompson,10761,599,208,185,393,0.656093489,0,1,1,0,0,0,0,2
Pat Flatley,8728,780,170,340,510,0.653846154,0,1,1,0,1,0,0,2
Mike Richards,3752,749,181,306,487,0.650200267,0,1,1,0,0,0,0,2
Al Secord,9452,766,273,223,496,0.647519582,0,1,1,0,0,0,0,2
Darren Turcotte,7901,635,195,216,411,0.647244094,0,1,1,0,0,0,0,2
Chris Kreider,2528,654,229,194,423,0.646788991,0,1,1,0,0,0,0,2
Cam Atkinson,2839,700,236,216,452,0.645714286,0,1,1,0,0,0,0,2
Glen Murray,6659,1009,337,314,651,0.645193261,0,1,1,1,1,0,0,2
Sandis Ozolinsh,6671,875,167,397,564,0.644571429,0,1,1,0,1,0,0,2
Valeri Bure,6433,621,174,226,400,0.644122383,0,1,1,0,0,0,0,2
Ryan Walter,9438,1003,264,382,646,0.644067797,0,1,1,1,1,0,1,2
Rejean Houle,10844,634,161,247,408,0.643533123,0,1,1,0,0,0,1,2
Brendan Morrison,6187,934,200,401,601,0.643468951,0,1,1,0,1,0,0,2
James Neal,3294,869,296,263,559,0.643268124,0,1,1,0,1,0,0,2
Sergei Samsonov,5250,888,235,336,571,0.643018018,0,1,1,0,1,0,1,2
Bo Horvat,1760,572,170,196,366,0.63986014,0,1,1,0,0,0,1,2
James van Riemsdyk,2888,879,288,274,562,0.639362912,0,1,1,0,1,0,1,2
Tom Kurvers,9069,659,93,328,421,0.638846737,0,1,1,0,0,0,0,2
Troy Murray,9182,915,230,354,584,0.638251366,0,1,1,0,1,0,0,2
Sean Couturier,2136,721,180,280,460,0.638002774,0,1,1,0,0,0,1,2
Randy Burridge,8169,706,199,251,450,0.637393768,0,1,1,0,0,0,0,2
Tyson Barrie,2570,683,95,340,435,0.636896047,0,1,1,0,0,0,0,2
Martin Rucinsky,6661,961,241,371,612,0.636836629,0,1,1,0,1,0,0,2
Doug Risebrough,10127,740,185,286,471,0.636486486,0,1,1,0,0,0,1,2
Tony Granato,8821,773,248,244,492,0.636481242,0,1,1,0,0,0,0,2
J.P. Dumont,5473,822,214,309,523,0.636253041,0,1,1,0,1,0,1,2
Shawn McEachern,7668,911,256,323,579,0.635565313,0,1,1,0,1,0,0,2
Jeff Skinner,2327,853,298,244,542,0.635404455,0,1,1,0,1,0,1,2
Walt McKechnie,11018,955,214,392,606,0.634554974,0,1,1,0,1,0,1,2
Mike Krushelnyski,9430,897,241,328,569,0.634336678,0,1,1,0,1,0,0,2
Dirk Graham,9402,772,219,270,489,0.633419689,0,1,1,0,0,0,0,2
Nelson Emerson,8067,771,195,293,488,0.632944228,0,1,1,0,0,0,0,2
Risto Siltanen,9591,562,90,265,355,0.631672598,0,1,1,0,0,0,0,2
Gerry Meehan,11033,670,180,243,423,0.631343284,0,1,1,0,0,0,0,2
Brent Ashton,9346,998,284,345,629,0.630260521,0,1,1,0,1,0,0,2
Benoit Hogue,8058,863,222,321,543,0.629200463,0,1,1,0,1,0,0,2
Pat Hickey,10369,644,192,212,404,0.627329193,0,1,1,0,0,0,0,2
Anson Carter,6603,674,202,219,421,0.62462908,0,1,1,0,0,0,0,2
Jacques Richard,10499,556,160,187,347,0.624100719,0,1,1,0,0,0,1,2
Darcy Rota,10352,794,256,239,495,0.623425693,0,1,1,0,0,0,1,2
Tomas Jonsson,9345,552,85,259,344,0.623188406,0,1,1,0,0,0,0,2
Billy Harris,10498,897,231,327,558,0.622073579,0,1,1,0,1,0,1,2
Ron Greschner,10152,981,179,431,610,0.621814475,0,1,1,0,1,0,0,2
Craig Laughlin,9788,549,136,205,341,0.621129326,0,1,1,0,0,0,0,2
Kyle Okposo,3084,909,219,345,564,0.620462046,0,1,1,0,1,0,1,2
Mike Comrie,4845,589,168,197,365,0.619694397,0,1,1,0,0,0,0,2
Rickard Rakell,2158,569,158,194,352,0.618629174,0,1,1,0,0,0,0,2
Martin Erat,4933,881,176,369,545,0.61861521,0,1,1,0,1,0,0,2
Don Luce,10970,894,225,328,553,0.618568233,0,1,1,0,1,0,1,2
Tim Connolly,4771,697,131,300,431,0.618364419,0,1,1,0,0,0,1,2
Bryan Little,3088,843,217,304,521,0.618030842,0,1,1,0,1,0,1,2
Derek Stepan,2745,817,177,327,504,0.616891065,0,1,1,0,1,0,0,2
Gustav Nyquist,2807,652,164,237,401,0.615030675,0,1,1,0,0,0,0,2
Johan Franzen,3558,602,187,183,370,0.61461794,0,1,1,0,0,0,0,2
Brad Boyes,4527,822,211,294,505,0.614355231,0,1,1,0,1,0,0,2
Patric Hornqvist,3471,879,263,277,540,0.614334471,0,1,1,0,1,0,0,2
Anders Lee,2646,596,212,154,366,0.61409396,0,1,1,0,0,0,0,2
Curt Fraser,9458,704,193,239,432,0.613636364,0,1,1,0,0,0,0,2
Dan Maloney,10753,737,192,259,451,0.611940299,0,1,1,0,0,0,1,2
Mark Hunter,8948,628,213,171,384,0.611464968,0,1,1,0,0,0,1,2
Andrei Kovalenko,7011,620,173,206,379,0.611290323,0,1,1,0,0,0,0,2
Alex Steen,4015,1018,245,377,622,0.611001965,0,1,1,1,1,0,0,2
Andre Savard,10346,790,211,271,482,0.610126582,0,1,1,0,0,0,1,2
John Van Boxmeer,10510,588,84,274,358,0.608843537,0,1,1,0,0,0,1,2
Reilly Smith,2575,686,174,243,417,0.60787172,0,1,1,0,0,0,0,2
Tomas Plekanec,4315,1001,233,375,608,0.607392607,0,1,1,1,1,0,0,2
Maxim Afinogenov,5305,651,158,237,395,0.606758833,0,1,1,0,0,0,0,2
Jiri Hudler,4043,708,164,264,428,0.604519774,0,1,1,0,0,0,0,2
German Titov,6372,624,157,220,377,0.604166667,0,1,1,0,0,0,0,2
Dustin Byfuglien,3948,869,177,348,525,0.604142693,0,1,1,0,1,0,0,2
Jeff O'Neill,5900,821,237,259,496,0.604141291,0,1,1,0,0,0,1,2
Bob Bourne,10158,964,258,324,582,0.60373444,0,1,1,0,1,0,0,2
Tyler Toffoli,2365,651,193,200,393,0.603686636,0,1,1,0,0,0,0,2
Zarley Zalapski,7797,637,99,285,384,0.602825746,0,1,1,0,0,0,1,2
Yanic Perreault,6687,859,247,269,516,0.600698487,0,1,1,0,1,0,0,2
Michael Ryder,5204,806,237,247,484,0.600496278,0,1,1,0,0,0,0,2
Kevin Hayes,2343,553,137,195,332,0.600361664,0,1,1,0,0,0,0,2
Pierre-Marc Bouchard,3999,593,110,246,356,0.600337268,0,1,1,0,0,0,1,2
Brad Maxwell,9653,613,98,270,368,0.600326264,0,1,1,0,0,0,1,2
Ray Neufeld,9394,595,157,200,357,0.6,0,1,1,0,0,0,0,2
Pat Boutette,10620,756,171,282,453,0.599206349,0,1,1,0,0,0,0,2
Joffrey Lupul,3998,701,205,215,420,0.59914408,0,1,1,0,0,0,1,2
Viktor Kozlov,6157,897,198,339,537,0.598662207,0,1,1,0,1,0,1,2
Behn Wilson,9442,601,98,261,359,0.59733777,0,1,1,0,0,0,1,2
Brendan Gallagher,2454,638,194,187,381,0.597178683,0,1,1,0,0,0,0,2
Milan Michalek,3734,747,208,238,446,0.597054886,0,1,1,0,0,0,1,2
Erik Cole,5073,892,265,267,532,0.596412556,0,1,1,0,1,0,0,2
Jim Peplinski,9388,711,161,263,424,0.596343179,0,1,1,0,0,0,0,2
Stefan Persson,10312,622,52,317,369,0.593247588,0,1,1,0,0,0,0,2
Jussi Jokinen,4418,951,191,372,563,0.592008412,0,1,1,0,1,0,0,2
Brandon Saad,2169,710,208,212,420,0.591549296,0,1,1,0,0,0,0,2
Nik Antropov,5018,788,193,272,465,0.590101523,0,1,1,0,0,0,1,2
Radim Vrbata,4950,1057,284,339,623,0.589403974,0,1,1,1,1,0,0,2
Wayne Merrick,10505,774,191,265,456,0.589147287,0,1,1,0,0,0,1,2
Alex Pietrangelo,2702,879,129,388,517,0.588168373,0,1,1,0,1,0,1,2
Jere Lehtinen,6485,875,243,271,514,0.587428571,0,1,1,0,1,0,0,2
Mariusz Czerkawski,6737,745,215,220,435,0.583892617,0,1,1,0,0,0,0,2
Loui Eriksson,3761,1050,253,360,613,0.583809524,0,1,1,1,1,0,0,2
David Backes,3789,965,248,313,561,0.58134715,0,1,1,0,1,0,0,2
Tomas Tatar,2567,701,191,216,407,0.580599144,0,1,1,0,0,0,0,2
Brenden Morrow,5265,991,265,310,575,0.580221998,0,1,1,0,1,0,0,2
Brian Gionta,5083,1026,291,304,595,0.579922027,0,1,1,1,1,0,0,2
Al Iafrate,8260,799,152,311,463,0.579474343,0,1,1,0,0,0,1,2
Bob Dailey,10349,561,94,231,325,0.579322638,0,1,1,0,0,0,1,2
Stephen Weiss,4254,732,156,267,423,0.577868852,0,1,1,0,0,0,1,2
Jeff Friesen,5905,893,218,298,516,0.577827548,0,1,1,0,1,0,1,2
Mark Osborne,9171,919,212,319,531,0.577801959,0,1,1,0,1,0,0,2
Andrei Markov,5156,990,119,453,572,0.577777778,0,1,1,0,1,0,0,2
Perry Turnbull,9322,608,188,163,351,0.577302632,0,1,1,0,0,0,1,2
Barry Beck,9648,615,104,251,355,0.577235772,0,1,1,0,0,0,1,2
Dick Redmond,10848,771,133,312,445,0.577172503,0,1,1,0,0,0,1,2
Curt Bennett,10933,580,152,182,334,0.575862069,0,1,1,0,0,0,0,2
Kyle Palmieri,2535,681,200,192,392,0.575624082,0,1,1,0,0,0,0,2
Ken Houston,10422,570,161,167,328,0.575438596,0,1,1,0,0,0,0,2
Ryan Strome,2133,621,130,227,357,0.574879227,0,1,1,0,0,0,1,2
Adam Henrique,2773,768,217,224,441,0.57421875,0,1,1,0,0,0,0,2
Brock Nelson,2348,676,205,182,387,0.572485207,0,1,1,0,0,0,0,2
Ryan Kesler,3751,1001,258,315,573,0.572427572,0,1,1,1,1,0,0,2
Tomas Kaberle,5654,984,87,476,563,0.572154472,0,1,1,0,1,0,0,2
Ryan Malone,4866,647,179,191,370,0.57187017,0,1,1,0,0,0,0,2
Laurie Boschman,9329,1009,229,348,577,0.57185332,0,1,1,1,1,0,1,2
Keith Acton,9532,1023,226,358,584,0.57086999,0,1,1,1,1,0,0,2
Morgan Rielly,1946,654,69,304,373,0.570336391,0,1,1,0,0,0,1,2
Steve Kasper,9205,821,177,291,468,0.570036541,0,1,1,0,0,0,0,2
Bob Nystrom,10529,900,235,278,513,0.57,0,1,1,0,1,0,0,2
Mike Green,3496,880,150,351,501,0.569318182,0,1,1,0,1,0,0,2
Adam Creighton,8497,708,187,216,403,0.56920904,0,1,1,0,0,0,1,2
Fredrik Olausson,8097,1022,147,434,581,0.568493151,0,1,1,1,1,0,0,2
Matt Moulson,3966,650,176,193,369,0.567692308,0,1,1,0,0,0,0,2
Shea Weber,3777,1038,224,365,589,0.56743738,0,1,1,1,1,0,0,2
Mike McEwen,9849,716,108,296,404,0.56424581,0,1,1,0,0,0,0,2
Moe Mantha,9150,656,81,289,370,0.56402439,0,1,1,0,0,0,0,2
Lubomir Visnovsky,4612,883,128,367,495,0.560588901,0,1,1,0,0,0,0,2
Pat Falloon,6643,575,143,179,322,0.56,0,1,1,0,0,0,1,2
P.K. Subban,2928,834,115,352,467,0.559952038,0,1,1,0,0,0,0,2
Jordan Staal,3079,1092,258,353,611,0.55952381,0,1,1,1,1,0,1,2
Drew Doughty,2700,1014,132,435,567,0.559171598,0,1,1,1,1,0,1,2
Josh Bailey,2707,993,176,379,555,0.558912387,0,1,1,0,1,0,1,2
Greg Polis,10746,615,174,169,343,0.557723577,0,1,1,0,0,0,1,2
Kris Versteeg,3594,643,149,209,358,0.556765163,0,1,1,0,0,0,0,2
Mike York,5368,579,127,195,322,0.556131261,0,1,1,0,0,0,0,2
Alex Killorn,2959,723,171,231,402,0.556016598,0,1,1,0,0,0,0,2
Jochen Hecht,5731,833,186,277,463,0.555822329,0,1,1,0,0,0,0,2
Dougie Hamilton,2137,669,115,256,371,0.554559043,0,1,1,0,0,0,1,2
Mark Streit,3703,786,96,338,434,0.55216285,0,1,1,0,0,0,0,2
Sami Kapanen,5766,831,189,269,458,0.551143201,0,1,1,0,0,0,0,2
Alex Galchenyuk,1944,643,146,208,354,0.550544323,0,1,1,0,0,0,1,2
Mike Ricci,6880,1099,243,362,605,0.550500455,0,1,1,1,1,0,1,2
Andrew Ladd,3475,1001,256,294,550,0.549450549,0,1,1,1,1,0,1,2
Derick Brassard,3083,951,202,320,522,0.548895899,0,1,1,0,1,0,1,2
Kyle Turris,2889,776,168,257,425,0.547680412,0,1,1,0,0,0,1,2
Jim McKenny,11029,604,82,247,329,0.544701987,0,1,1,0,0,0,0,2
Marcus Johansson,2533,753,144,263,407,0.540504648,0,1,1,0,0,0,0,2
Kevin Miller,8444,620,150,185,335,0.540322581,0,1,1,0,0,0,0,2
Rob Ramage,9321,1044,139,425,564,0.540229885,0,1,1,1,1,0,1,2
Stan Weir,10524,642,139,207,346,0.53894081,0,1,1,0,0,0,0,2
Michael Peca,6440,864,176,289,465,0.538194444,0,1,1,0,0,0,0,2
Jocelyn Guevremont,10635,571,84,223,307,0.53765324,0,1,1,0,0,0,1,2
Craig Conroy,6988,1009,182,360,542,0.53716551,0,1,1,1,1,0,0,2
Mike McPhee,9243,744,200,199,399,0.536290323,0,1,1,0,0,0,0,2
Mark Parrish,5543,722,216,171,387,0.53601108,0,1,1,0,0,0,0,2
Mike Fisher,5049,1104,278,311,589,0.533514493,0,1,1,1,1,0,0,2
Tiger Williams,10151,962,241,272,513,0.533264033,0,1,1,0,1,0,0,2
Brian Savage,6797,674,192,167,359,0.53264095,0,1,1,0,0,0,0,2
Travis Zajac,3488,1037,203,349,552,0.532304725,0,1,1,1,1,0,0,2
Brandon Dubinsky,3525,823,153,285,438,0.532199271,0,1,1,0,0,0,0,2
Alexandre Daigle,6152,616,129,198,327,0.530844156,0,1,1,0,0,0,1,2
Kevin Shattenkirk,2900,816,93,340,433,0.530637255,0,1,1,0,0,0,1,2
Steve Chiasson,8071,751,93,305,398,0.529960053,0,1,1,0,0,0,0,2
Lucien DeBlois,9654,993,249,276,525,0.528700906,0,1,1,0,1,0,1,2
Mikael Backlund,2910,826,166,270,436,0.527845036,0,1,1,0,0,0,0,2
